Activity	0.07010627063938478,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.6992059672611974,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	5.542835859311335E-6,Event	2.0611536181902033E-9,Location	1.615811953493297E-4,Place	0.9997210139026379,MeanOfTransportation	2.0611536181902033E-9,Species	0.9997725555024856,SportsSeason	2.0611536181902033E-9,TimePeriod	3.888290301518078E-9,Work	0.9999983647777761
Activity	4.6010139536517813E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.05980961093734427,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.5892406769973084E-5,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	5.931305675205083E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.2910469963165351,Agent	0.0013277829503347224,Organisation	2.0611536181902033E-9,other	0.027867687806946373,Person	0.9922482025203532,Biomolecule	5.565748256691204E-9,CelestialBody	4.235514819309191E-5,ChemicalSubstance	3.2144112810526874E-6,Device	0.0034312546231517215,Event	2.0611536181902033E-9,Location	5.701213844493845E-5,Place	0.6250652046958101,MeanOfTransportation	0.7532533416546826,Species	0.1385567081628645,SportsSeason	0.005950966300464175,TimePeriod	0.007661379676847268,Work	0.9062549327484901
Activity	0.22696962173224788,Agent	2.0611536181902033E-9,Organisation	2.1185898059532645E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.674524051607154E-9,CelestialBody	8.625601667618872E-8,ChemicalSubstance	2.1670260468506824E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.0357590814436273E-4,Place	0.988371136295086,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	1.423607509372005E-8,TimePeriod	9.870649600110811E-6,Work	2.0611536181902033E-9
Activity	0.09033199307946492,Agent	2.0611536181902033E-9,Organisation	0.9999999979388464,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	3.0261583330131183E-6,Place	0.0200698532300531,MeanOfTransportation	2.0611536181902033E-9,Species	0.9998314048152472,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.09745276369203278,Agent	2.0611536181902033E-9,Organisation	4.555179593572037E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.1296227446840258E-9,Device	1.4537280097967412E-6,Event	2.0611536181902033E-9,Location	9.99047687380017E-7,Place	3.3594606546643454E-9,MeanOfTransportation	2.0611536181902033E-9,Species	6.6771758433110186E-6,SportsSeason	4.210828388474327E-9,TimePeriod	9.211801179978862E-6,Work	0.9999999979388464
Activity	0.0038537493149401955,Agent	1.832804451284976E-5,Organisation	2.0611536181902033E-9,other	5.775532280470541E-7,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9839273397857271
Activity	0.022134241626669816,Agent	2.0611536181902033E-9,Organisation	0.9999985022110092,other	2.180592829990818E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999925422545427,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.020803067286767684,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.8405784371484476,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.06568385557834801,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.751318437580821E-8,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.010785326293656059,SportsSeason	2.0611536181902033E-9,TimePeriod	1.4186781808844812E-8,Work	0.9999999979388464
Activity	0.04303489147005405,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.6122507463478725E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9395309230590482,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0037550728157408515,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.2785505372228177,Agent	2.0611536181902033E-9,Organisation	6.775469902536894E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	4.054777445807405E-8,CelestialBody	2.550308409635015E-8,ChemicalSubstance	4.155655635424075E-8,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.1067971715171467,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9998819608228365,SportsSeason	2.3450309637108028E-8,TimePeriod	4.308198778132284E-6,Work	2.0611536181902033E-9
Activity	0.12646669178693315,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	1.6666025889535356E-6,ChemicalSubstance	4.3131117273213525E-9,Device	2.452626690652747E-7,Event	2.0611536181902033E-9,Location	8.977389596114395E-4,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.06353299084727146,SportsSeason	5.79848885377007E-7,TimePeriod	1.1590131973325627E-6,Work	1.7655628915418887E-8
Activity	0.06939590017932461,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	1.2434257332868705E-5,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.3504612581983736E-4,Species	0.9673846328284859,SportsSeason	5.346243764856213E-7,TimePeriod	3.1923410314376507E-6,Work	2.0611536181902033E-9
Activity	0.16790974427659755,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	9.255165547136873E-5,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	5.755849804513827E-9,Device	3.3579164326686564E-8,Event	2.0611536181902033E-9,Location	4.1687200288393495E-8,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	2.1898153827222192E-4,SportsSeason	3.4447238469305533E-8,TimePeriod	1.616566401489959E-4,Work	2.0611536181902033E-9
Activity	0.2181519950119864,Agent	0.43501064640417264,Organisation	2.0611536181902033E-9,other	0.9999999812397162,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	6.902343024459603E-5,Event	2.0611536181902033E-9,Location	7.787347669195237E-6,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9782045876344667,SportsSeason	1.3223517563682582E-5,TimePeriod	6.770061754146626E-6,Work	0.9617644458646161
Activity	4.488594555580899E-7,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.012200476074988018,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.702304275891799E-6,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	4.1955928384312073E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	2.6249672690516977E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999911349221,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.28112477564311295,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0077631264595237E-4,CelestialBody	4.737296141161902E-7,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.8844489116877302E-6,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.5478189518608383E-5,TimePeriod	4.3548895315062146E-4,Work	2.0611536181902033E-9
Activity	0.11351204793174409,Agent	5.793053467873031E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.999999788527476,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.999938311568756
Activity	0.25996058364343355,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	1.6557119156053877E-4,Person	0.9999999979388464,Biomolecule	4.36066183552318E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	3.6281867058787284E-8,Device	9.97509862033842E-7,Event	2.0611536181902033E-9,Location	3.659897800765368E-4,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.04477154784804679,SportsSeason	1.0257621095336245E-6,TimePeriod	4.4410117620194546E-5,Work	2.0611536181902033E-9
Activity	0.0646955745093835,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.811837752496188E-5,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9928948278080055,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0364109239643869,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	3.6932883819997095E-8,ChemicalSubstance	2.0611536181902033E-9,Device	0.0050127100684514685,Event	3.314486002603818E-5,Location	2.0885296379130614E-8,Place	2.0611536181902033E-9,MeanOfTransportation	0.9999999979388464,Species	1.3992976660794253E-7,SportsSeason	2.0611536181902033E-9,TimePeriod	5.3324089623157345E-5,Work	0.999999993327362
Activity	0.02202538670437144,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.004562536155521057,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.1769694591262534E-7,Place	0.11228037555557707,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.14878856397354995,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.05150096548864509,Person	0.19012148621150712,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.0025745682697641483,Place	0.5422232678395371,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999514012458,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.02415056018896821,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.0021870360668908287,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.006613286024889655,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.9991781368022692,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999998050431145,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	2.8118399714728326E-4,Agent	2.0611536181902033E-9,Organisation	0.9999999979388464,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.017398163607132252,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	7.95007909350046E-4,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.08082183039728899,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.032083894087114345,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999878521739,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.04534021619688548,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	4.395417493857617E-6,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.9999936736154555,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9977844576196991,SportsSeason	2.0611536181902033E-9,TimePeriod	4.628818574405621E-8,Work	2.0611536181902033E-9
